time,symbol,field,value
2023-01-20 19:49:00+00:00,MMM,Close,119.2549972534
2023-01-20 19:50:00+00:00,MMM,Close,119.1699981689
2023-01-20 19:51:00+00:00,MMM,Close,119.0899963379
2023-01-20 19:52:00+00:00,MMM,Close,119.0699996948
2023-01-20 19:53:00+00:00,MMM,Close,119.0899963379
2023-01-20 19:54:00+00:00,MMM,Close,119.1100006104
2023-01-20 19:55:00+00:00,MMM,Close,119.1800003052
2023-01-20 19:56:00+00:00,MMM,Close,119.1699981689
2023-01-20 19:57:00+00:00,MMM,Close,119.2199020386
2023-01-20 19:58:00+00:00,MMM,Close,119.25
2023-01-20 19:59:00+00:00,MMM,Close,119.3180007935
2023-01-20 20:00:00+00:00,MMM,Close,119.4199981689
2023-01-20 20:01:00+00:00,MMM,Close,119.4550018311
2023-01-20 20:02:00+00:00,MMM,Close,119.5299987793
2023-01-20 20:03:00+00:00,MMM,Close,119.6100006104
2023-01-20 20:04:00+00:00,MMM,Close,119.6299972534
2023-01-20 20:05:00+00:00,MMM,Close,119.5999984741
2023-01-20 20:06:00+00:00,MMM,Close,119.6149978638
2023-01-20 20:07:00+00:00,MMM,Close,119.6118011475
2023-01-20 20:08:00+00:00,MMM,Close,119.7300033569
2023-01-20 20:09:00+00:00,MMM,Close,119.7300033569
2023-01-20 20:10:00+00:00,MMM,Close,119.7399978638
2023-01-20 20:11:00+00:00,MMM,Close,119.7699966431
2023-01-20 20:12:00+00:00,MMM,Close,119.8399963379
2023-01-20 20:13:00+00:00,MMM,Close,119.9199981689
2023-01-20 20:14:00+00:00,MMM,Close,119.9700012207
2023-01-20 20:15:00+00:00,MMM,Close,120.0749969482
2023-01-20 20:16:00+00:00,MMM,Close,120.0999984741
2023-01-20 20:17:00+00:00,MMM,Close,120.0999984741
2023-01-20 20:18:00+00:00,MMM,Close,120.1399993896
2023-01-20 20:19:00+00:00,MMM,Close,120.1299972534
2023-01-20 20:20:00+00:00,MMM,Close,120.0149993896
2023-01-20 20:21:00+00:00,MMM,Close,119.9800033569
2023-01-20 20:22:00+00:00,MMM,Close,119.9700012207
2023-01-20 20:23:00+00:00,MMM,Close,119.9000015259
